id,name,latitude,longitude,country,state,city,district,neighbourhood,suburb,street,postcode,address,categories
763979325,Leroy Merlin,40.01982765026999,-3.6062053590918284,Spain,Community of Madrid,Aranjuez,,,Polígono Industrial Gonzalo Chacón,Calle Gonzalo Chacón,28300,Leroy Merlin, Calle Gonzalo Chacón, 28300 Aranjuez, Spain,['building', 'building.commercial', 'commercial', 'commercial.houseware_and_hardware', 'commercial.houseware_and_hardware.doityourself']
2551578657,Lidl,40.020100100270035,-3.6054745000000006,Spain,Community of Madrid,Aranjuez,,,Polígono Industrial Gonzalo Chacón,Calle Gonzalo Chacón,28300,Lidl, Calle Gonzalo Chacón, 28300 Aranjuez, Spain,['commercial', 'commercial.supermarket']
364631512,Centro Comercial El Deleite,40.023800000270526,-3.6180916317653873,Spain,Community of Madrid,Aranjuez,,,Vergel,Paseo de Deleite,28300,Centro Comercial El Deleite, Paseo de Deleite, 9, 28300 Aranjuez, Spain,['building', 'building.commercial', 'building.office', 'commercial', 'commercial.shopping_mall']
493351813,Dia,40.02134015027019,-3.605438534775529,Spain,Community of Madrid,Aranjuez,,,Polígono Industrial Gonzalo Chacón,Calle Gonzalo Chacón,28300,Dia, Calle Gonzalo Chacón, 28300 Aranjuez, Spain,['building', 'building.commercial', 'commercial', 'commercial.supermarket']
261037700,E. Leclerc,40.024498900270615,-3.6159641000000002,Spain,Community of Madrid,Aranjuez,,,Vergel,Paseo de Deleite,28300,E. Leclerc, Paseo de Deleite, 9, 28300 Aranjuez, Spain,['commercial', 'commercial.supermarket', 'wheelchair', 'wheelchair.yes']
10971008105,Frutería La Huerta de Aranjuez,40.025317000270725,-3.6151624,Spain,Community of Madrid,Aranjuez,,,Vergel,Paseo de Deleite,28300,Frutería La Huerta de Aranjuez, Paseo de Deleite, 38, 28300 Aranjuez, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']
8639708935,Ciclos Florida,40.02752020027102,-3.6068315000000006,Spain,Community of Madrid,Aranjuez,,,El Deleite,Calle de la Florida,28300,Ciclos Florida, Calle de la Florida, 76, 28300 Aranjuez, Spain,['commercial', 'commercial.outdoor_and_sport', 'commercial.outdoor_and_sport.bicycle']
8639708951,Florida 109,40.028009200271086,-3.6064054,Spain,Community of Madrid,Aranjuez,,,El Deleite,Calle de la Florida,28300,Florida 109, Calle de la Florida, 109, 28300 Aranjuez, Spain,['commercial', 'service', 'service.beauty', 'service.beauty.hairdresser']
8638394049,Decobaño,40.02818710027111,-3.6057854,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Carrera de Andalucía,28300,Decobaño, Carrera de Andalucía, 28300 Aranjuez, Spain,['commercial', 'commercial.furniture_and_interior']
506127524,Supeco,40.0288240002712,-3.60869485,Spain,Community of Madrid,Aranjuez,,,El Progreso,Calle de Valeras,28300,Supeco, Calle de Valeras, 37, 28300 Aranjuez, Spain,['building', 'building.commercial', 'commercial', 'commercial.supermarket']
8638394065,Garsa,40.02935080027128,-3.6052802999999995,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Carrera de Andalucía,28300,Garsa, Carrera de Andalucía, 28300 Aranjuez, Spain,['commercial', 'commercial.vehicle']
8639751804,4 Patas,40.03080330027149,-3.6086557000000004,Spain,Community of Madrid,Aranjuez,,,Las Aves,Calle de las Aves,28300,4 Patas, Calle de las Aves, 15, 28300 Aranjuez, Spain,['commercial', 'commercial.pet', 'pet', 'pet.shop']
4958625152,Alcampo Supermercado,40.03194100027163,-3.6093147,Spain,Community of Madrid,Aranjuez,,,Las Aves,Calle de Abastos,28300,Alcampo Supermercado, Calle de Abastos, 28300 Aranjuez, Spain,['commercial', 'commercial.supermarket']
8639751793,La Huerta,40.03175380027159,-3.6085617,Spain,Community of Madrid,Aranjuez,,,El Progreso,Calle de Valeras,28300,La Huerta, Calle de Valeras, 28300 Aranjuez, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']
8638394056,Tien 21,40.03057870027144,-3.6051751999999997,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle Naranja,28300,Tien 21, Calle Naranja, 28300 Aranjuez, Spain,['commercial', 'commercial.furniture_and_interior']
8639708937,Labores Puntadas,40.03052350027143,-3.60621,Spain,Community of Madrid,Aranjuez,,,El Deleite,Calle de la Florida,28300,Labores Puntadas, Calle de la Florida, 69, 28300 Aranjuez, Spain,['commercial', 'commercial.hobby', 'commercial.hobby.sewing_and_knitting']
8639708957,Decoplus,40.03060050027144,-3.6062054000000003,Spain,Community of Madrid,Aranjuez,,,El Deleite,Calle de la Florida,28300,Decoplus, Calle de la Florida, 57, 28300 Aranjuez, Spain,['commercial', 'commercial.houseware_and_hardware', 'commercial.houseware_and_hardware.doityourself']
8638394050,Tattoo Samuel Rico,40.03093890027149,-3.6055811,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Carrera de Andalucía,28300,Tattoo Samuel Rico, Carrera de Andalucía, 28300 Aranjuez, Spain,['commercial']
8639708949,Sumum,40.030973100271495,-3.6061555,Spain,Community of Madrid,Aranjuez,,,El Deleite,Calle de la Florida,28300,Sumum, Calle de la Florida, 28300 Aranjuez, Spain,['commercial', 'commercial.furniture_and_interior']
9111934117,Tienda Orange,40.03136940027154,-3.6028676,Spain,Community of Madrid,Aranjuez,,,Plaza de Toros,Calle del Almíbar,28300,Tienda Orange, Calle del Almíbar, 107, 28300 Aranjuez, Spain,['commercial', 'commercial.elektronics']
8638394066,Efimer Floristas,40.03152450027157,-3.6051041,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle de San Pascual,28300,Efimer Floristas, Calle de San Pascual, 28300 Aranjuez, Spain,['commercial', 'commercial.florist']
8639708945,Marisa Miño,40.03145780027155,-3.606163,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle de San Pascual,28300,Marisa Miño, Calle de San Pascual, 28300 Aranjuez, Spain,['commercial', 'service', 'service.beauty', 'service.beauty.hairdresser']
5239101324,Tienda de alimentación,40.031842800271605,-3.6003265,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle de Abastos,28300,Tienda de alimentación, Calle de Abastos, 28300 Aranjuez, Spain,['commercial', 'commercial.supermarket']
8638394064,Arcoiris,40.03192560027162,-3.605505,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle de Abastos,28300,Arcoiris, Calle de Abastos, 28300 Aranjuez, Spain,['commercial', 'commercial.convenience']
5799290655,Lohade,40.0324553002717,-3.6027205000000007,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle Gobernador,28300,Lohade, Calle Gobernador, 28300 Aranjuez, Spain,['commercial', 'commercial.health_and_beauty', 'commercial.health_and_beauty.optician']
8638394062,Monísima,40.03223060027167,-3.605483,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle de Abastos,28300,Monísima, Calle de Abastos, 28300 Aranjuez, Spain,['commercial', 'service', 'service.beauty', 'service.beauty.hairdresser']
8639708956,Pastelería La Fortuna,40.03216790027165,-3.6060622000000007,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle de la Florida,28300,Pastelería La Fortuna, Calle de la Florida, 28300 Aranjuez, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']
10959826144,Mielería la Colmenita del Tajo,40.03251080027169,-3.6056809999999997,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle Gobernador,28300,Mielería la Colmenita del Tajo, Calle Gobernador, 32, 28300 Aranjuez, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.honey']
8639751796,Mini Supermercado,40.031955800271625,-3.6085410999999996,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle de Abastos,28300,Mini Supermercado, Calle de Abastos, 28300 Aranjuez, Spain,['commercial', 'commercial.convenience']
8638394058,Coffee & Cakes,40.03263240027172,-3.6054455,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle Gobernador,28300,Coffee & Cakes, Calle Gobernador, 28300 Aranjuez, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']
4038288191,Tadeo,40.03298770027176,-3.602866199999999,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle del Almíbar,28300,Tadeo, Calle del Almíbar, 65, 28300 Aranjuez, Spain,['commercial', 'commercial.toy_and_game']
4994867130,Ahorramás,40.032636700271716,-3.5979648,Spain,Community of Madrid,Aranjuez,,,Guardiola,Calle del Foso,28300,Ahorramás, Calle del Foso, 28300 Aranjuez, Spain,['commercial', 'commercial.supermarket']
8639751802,Tu Momento Deluxe,40.03240990027168,-3.6085389,Spain,Community of Madrid,Aranjuez,,,Palacio,Calle de Valeras,28300,Tu Momento Deluxe, Calle de Valeras, 28300 Aranjuez, Spain,['commercial', 'commercial.health_and_beauty', 'service', 'service.beauty', 'service.beauty.spa']
8639751805,Efecto Fruta,40.0325388002717,-3.6085300999999994,Spain,Community of Madrid,Aranjuez,,,Palacio,Calle de Valeras,28300,Efecto Fruta, Calle de Valeras, 28300 Aranjuez, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']
8639751791,Tutti Regalo Hogar,40.03263750027172,-3.6084644,Spain,Community of Madrid,Aranjuez,,,Palacio,Calle Gobernador,28300,Tutti Regalo Hogar, Calle Gobernador, 28300 Aranjuez, Spain,['commercial', 'commercial.discount_store']
4080392201,Librería Lápiz y Papel,40.03349930027185,-3.6025898,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle de San Antonio,28300,Librería Lápiz y Papel, Calle de San Antonio, 63, 28300 Aranjuez, Spain,['commercial', 'commercial.books']
8638005681,Infema Office,40.033451800271834,-3.5994698,Spain,Community of Madrid,Aranjuez,,,Guardiola,Calle de Montesinos,28300,Infema Office, Calle de Montesinos, 28300 Aranjuez, Spain,['commercial', 'commercial.stationery']
5793498453,La barbería,40.033620300271856,-3.5971224999999993,Spain,Community of Madrid,Aranjuez,,,Guardiola,Calle de Almansa,28300,La barbería, Calle de Almansa, 28300 Aranjuez, Spain,['commercial', 'service', 'service.beauty', 'service.beauty.hairdresser']
5239117022,Quiosco de prensa,40.033786100271875,-3.597919,Spain,Community of Madrid,Aranjuez,,,Guardiola,Glorieta Joaquín Cotanda,28300,Quiosco de prensa, Glorieta Joaquín Cotanda, 28300 Aranjuez, Spain,['commercial', 'commercial.newsagent']
8638005675,Ana Bravo,40.034122400271926,-3.5999026,Spain,Community of Madrid,Aranjuez,,,Guardiola,Calle de las Infantas,28300,Ana Bravo, Calle de las Infantas, 28300 Aranjuez, Spain,['commercial', 'service', 'service.beauty', 'service.beauty.hairdresser']
447233699,Mercadona,40.033497000271836,-3.5952532231409995,Spain,Community of Madrid,Aranjuez,,,Guardiola,Calle de Almansa,28300,Mercadona, Calle de Almansa, 17, 28300 Aranjuez, Spain,['building', 'building.commercial', 'commercial', 'commercial.supermarket']
4443987715,Almacenes Barcelona,40.033945300271895,-3.597376,Spain,Community of Madrid,Aranjuez,,,Guardiola,Calle de Almansa,28300,Barcelona store, Calle de Almansa, 5, 28300 Aranjuez, Spain,['commercial', 'commercial.clothing', 'commercial.clothing.clothes', 'internet_access']
5793251655,Bazaar Chino,40.0340060002719,-3.597633899999999,Spain,Community of Madrid,Aranjuez,,,Guardiola,Calle de Almansa,28300,Bazaar Chino, Calle de Almansa, 28300 Aranjuez, Spain,['commercial', 'commercial.discount_store']
8638005678,Camila,40.034774500272,-3.6021885,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle de las Infantas,28300,Camila, Calle de las Infantas, 28300 Aranjuez, Spain,['commercial', 'commercial.convenience']
5787360953,Estanco,40.033118800271765,-3.5928514,Spain,Community of Madrid,Aranjuez,,,Colonia Militar,Calle de Almansa,28300,Estanco, Calle de Almansa, 28300 Aranjuez, Spain,['commercial', 'commercial.smoking']
8638005668,San Gabino,40.03510000027205,-3.6008888999999997,Spain,Community of Madrid,Aranjuez,,,Guardiola,Calle de las Infantas,28300,San Gabino, Calle de las Infantas, 28300 Aranjuez, Spain,['commercial', 'commercial.health_and_beauty', 'commercial.health_and_beauty.optician']
8638005682,Master,40.03524070027207,-3.6014041000000003,Spain,Community of Madrid,Aranjuez,,,Guardiola,Calle de las Infantas,28300,Master, Calle de las Infantas, 28300 Aranjuez, Spain,['commercial', 'commercial.elektronics']
389956534,Ahorramás,40.03128205027153,-3.5876554784831463,Spain,Community of Madrid,Aranjuez,Palomitas,,,Calle de San Vicente,28300,Ahorramás, Calle de San Vicente, 28300 Aranjuez, Spain,['building', 'building.commercial', 'commercial', 'commercial.supermarket']
328832511,Chiquitren,40.035455300272105,-3.6101178999999997,Spain,Community of Madrid,Aranjuez,,,Palacio,Calle del Palacio Silvela,28300,Chiquitren, Calle del Palacio Silvela, 28300 Aranjuez, Spain,['building', 'building.commercial', 'commercial', 'commercial.tickets_and_lottery']
5793254156,Piscina Pública Municipal,40.03489610027201,-3.5912035000000007,Spain,Community of Madrid,Aranjuez,Palomitas,,,Calle de las Moreras,28300,Local Public Pool, Calle de las Moreras, 28300 Aranjuez, Spain,['commercial', 'commercial.tickets_and_lottery']
8639708936,Feldan Motor,40.03234600027169,-3.606063699999999,Spain,Community of Madrid,Aranjuez,,,Casco Antiguo,Calle de la Florida,28300,Feldan Motor, Calle de la Florida, 28300 Aranjuez, Spain,['commercial', 'service', 'service.vehicle', 'service.vehicle.repair', 'service.vehicle.repair.car']
4853113571,Tien21,40.0384737002725,-3.6052453999999994,Spain,Community of Madrid,Aranjuez,,,Polígono Industrial Puente Barcas,Carretera de Madrid,28300,Tien21, Carretera de Madrid, 28300 Aranjuez, Spain,['commercial', 'commercial.houseware_and_hardware']
4853113656,La Huerta,40.03907120027259,-3.6052154,Spain,Community of Madrid,Aranjuez,,,Polígono Industrial Puente Barcas,Carretera de Madrid,28300,La Huerta, Carretera de Madrid, 28300 Aranjuez, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']
1117515761,Vivero Real Cortijo,40.05565295027481,-3.5599332903805783,Spain,Community of Madrid,Aranjuez,,,,Calle de Rosales,28300,Vivero Real Cortijo, Calle de Rosales, 28300 Aranjuez, Spain,['commercial', 'commercial.garden']
1117515762,Venta de Melones y Sandías Hermanos Trigo Sanchez,40.056021400274865,-3.55741019857341,Spain,Community of Madrid,Aranjuez,,,,Camino Vega de Colmenar,28300,Venta de Melones y Sandías Hermanos Trigo Sanchez, Camino Vega de Colmenar, 28300 Aranjuez, Spain,['building', 'building.commercial', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.farm']
480073296,Lidl,40.0577651002751,-3.613558515406262,Spain,Community of Madrid,Aranjuez,Polígono Industrial Las Tejeras,,,Carretera de Madrid,28300,Lidl, Carretera de Madrid, 28300 Aranjuez, Spain,['building', 'building.commercial', 'commercial', 'commercial.supermarket']
397703417,Centro Comercial Aranjuez Plaza,40.059715350275354,-3.608709285255662,Spain,Community of Madrid,Aranjuez,,,Monte Perdido,Calle de Córdoba,28300,Centro Comercial Aranjuez Plaza, Calle de Córdoba, 28300 Aranjuez, Spain,['commercial', 'commercial.shopping_mall']
392150431,Jardinería y paisajismo The Green Gecko,40.05857410027521,-3.603662272899894,Spain,Community of Madrid,Aranjuez,,,Jerusalén,Calle de Segovia,28300,Jardinería y paisajismo The Green Gecko, Calle de Segovia, 28300 Aranjuez, Spain,['building', 'building.commercial', 'commercial', 'commercial.florist']
2682214297,Mercadona,40.058908300275256,-3.6061238000000007,Spain,Community of Madrid,Aranjuez,,,Monte Perdido,Calle de Córdoba,28300,Mercadona, Calle de Córdoba, 28300 Aranjuez, Spain,['commercial', 'commercial.supermarket']
1121659067,Vivero Horizon Forestal,40.06413290027596,-3.486670031021032,Spain,Community of Madrid,Colmenar de Oreja,,,,Carretera de M-305 a Colmenar de Oreja,28360,Vivero Horizon Forestal, Carretera de M-305 a Colmenar de Oreja, 28360 Colmenar de Oreja, Spain,['building', 'building.commercial', 'commercial', 'commercial.garden']
401994194,Viveros Castilla / Finca Puente Largo,40.0726397002771,-3.6108441571826617,Spain,Community of Madrid,Aranjuez,,,Monte Perdido,Carretera de Madrid,28300,Viveros Castilla / Finca Puente Largo, Carretera de Madrid, 28300 Aranjuez, Spain,['commercial', 'commercial.garden']
8321053837,Peluqueria Aqua,40.07761790027777,-3.4870139,Spain,Community of Madrid,Colmenar de Oreja,,,Urtajo,Avenida Castilla,28360,Peluqueria Aqua, Avenida Castilla, 28360 Colmenar de Oreja, Spain,['commercial', 'service', 'service.beauty', 'service.beauty.hairdresser']
780647105,Don Melón,40.09712030028038,-3.495014898379388,Spain,Community of Madrid,Urtajo - Balcón del Tajo,,,,Carretera de Aranjuez,28360,Don Melón, Carretera de Aranjuez, 28360 Urtajo - Balcón del Tajo, Spain,['building', 'building.commercial', 'commercial', 'commercial.supermarket']
1122965520,Tio Cacheje,40.09951950028071,-3.4967070990437534,Spain,Community of Madrid,Villaconejos,Urbanización San Isidro,,,Camino de las Casas de Valdeguerra,28360,Tio Cacheje, Camino de las Casas de Valdeguerra, 28360 Villaconejos, Spain,['building', 'building.commercial', 'commercial', 'commercial.supermarket']
2685726050,Dia,40.10384570028129,-3.4875486999999996,Spain,Community of Madrid,Villaconejos,Los Clérigos,,,Carretera de Aranjuez,28360,Dia, Carretera de Aranjuez, 28360 Villaconejos, Spain,['commercial', 'commercial.supermarket']
5046068709,Expendeduría nº 001,40.10721250028174,-3.387629,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Plaza Mayor,28380,Expendeduría nº 001, Plaza Mayor, 24, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.smoking']
6071608474,Loterías,40.10749480028176,-3.3867868999999997,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Plaza Mayor,28380,Loterías, Plaza Mayor, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.tickets_and_lottery']
6071682469,Merce,40.10805420028184,-3.3910354,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Calle del Convento,28380,Merce, Calle del Convento, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.clothing', 'commercial.clothing.clothes']
6071682185,Quesos Ciriaco,40.10813730028187,-3.3908992,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Calle del Convento,28380,Quesos Ciriaco, Calle del Convento, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.cheese_and_dairy']
6071680397,Frutas Colmenar,40.108207100281874,-3.3904378999999993,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Calle del Convento,28380,Frutas Colmenar, Calle del Convento, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']
6071677129,Pastelería Romero,40.10816830028187,-3.3901154999999994,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Calle de Ulpiano Checa,28380,Pastelería Romero, Calle de Ulpiano Checa, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']
6071672624,Cucas,40.108304800281886,-3.3894592,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Calle de Ulpiano Checa,28380,Cucas, Calle de Ulpiano Checa, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.clothing', 'commercial.clothing.clothes']
3453876203,Papelería Soledad,40.10805250028186,-3.3886689,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Plaza de Miguel Unamuno,28380,Papelería Soledad, Plaza de Miguel Unamuno, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.stationery']
6071672290,Jennyfer,40.10829670028187,-3.3893000999999994,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Calle de Ulpiano Checa,28380,Jennyfer, Calle de Ulpiano Checa, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.clothing', 'commercial.clothing.clothes']
6071624965,La Piñata,40.1077443002818,-3.3877937999999994,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Calle Empedrada,28380,La Piñata, Calle Empedrada, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']
3453883459,Ferretería y electrodomésticos Crespo,40.10812390028185,-3.3887565000000004,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Calle de Ulpiano Checa,28380,Ferretería y electrodomésticos Crespo, Calle de Ulpiano Checa, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.houseware_and_hardware', 'commercial.houseware_and_hardware.hardware_and_tools']
3453872300,Peluquería Perfil,40.10805290028184,-3.3885388999999995,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Plaza de Miguel Unamuno,28380,Peluquería Perfil, Plaza de Miguel Unamuno, 28380 Colmenar de Oreja, Spain,['commercial', 'service', 'service.beauty', 'service.beauty.hairdresser']
6071673648,Frutería Donoso,40.1083848002819,-3.3894741,Spain,Community of Madrid,Colmenar de Oreja,Casco Antiguo,,,Calle de Ulpiano Checa,28380,Frutería Donoso, Calle de Ulpiano Checa, 28380 Colmenar de Oreja, Spain,['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']
